tc_po_line_id;N_SolicitudCliente;N_OrdenDistribu;Fecha_Creacion_Orden;FechaCompromiso;EstOrden;EstLineaOrden;Estado_OD;SKU;DescSKU;CantSKU;DESPACHO;Tipo_Orden;Mes;Año;Descripcion TipoVenta;Tipo Venta;N_OrdenDistribu;Horario;Horario2;Fecha Creacion
1;115495054;121991703;07-11-2017 22:31;04/12/17;Fac Allocated;Fac Allocated;Shipped;133657999;ASP SAMSUN VC18M2120SB/ZS;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-04 08:00:00
1;115495590;121991952;07-11-2017 22:37;04/12/17;Fac Allocated;Fac Allocated;Shipped;627802999;NB ASUS X405UQ I7/12/1/2:GT940;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-04 08:00:00
1;115495929;121992057;07-11-2017 22:39;02/12/17;Fac Allocated;Fac Allocated;Shipped;123548999;DUENDES MAGICOS GOLDY;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 12:37:00
2;115495929;121992057;07-11-2017 22:39;02/12/17;Fac Allocated;Fac Allocated;Shipped;336354004;ZAP S81072K/AZUL/N 2;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 12:37:00
3;115496974;122358569;07-11-2017 22:45;05/12/17;Partially Shipped;Fac Allocated;Shipped;190451005;604POAZV18-023 PO/GRPL1/S;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-05 13:10:00
3;115496974;121781203;07-11-2017 22:45;05/12/17;Partially Shipped;Fac Allocated;Cancelled;190451005;604POAZV18-023 PO/GRPL1/S;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-05 13:10:00
1;115497179;121991732;07-11-2017 22:46;02/12/17;Fac Allocated;Fac Allocated;Shipped;127387010;682CVAZV18-310/MIS1/N 35;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 18:26:00
1;115497633;121991949;07-11-2017 22:51;02/12/17;Fac Allocated;Fac Allocated;Shipped;466518999;VIU MANENT X6 RS CS 750CC 14°;2;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 18:26:00
3;115497776;121781237;07-11-2017 22:53;04/12/17;Partially Shipped;Back Ordered;Shipped;664701004;UA STREAKER POLER/NEGRO/L;0;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-04 13:00:00
3;115497776;122434898;07-11-2017 22:53;04/12/17;Partially Shipped;Back Ordered;Cancelled;664701004;UA STREAKER POLER/NEGRO/L;0;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-04 13:00:00
1;115498309;121992175;07-11-2017 22:58;02/12/17;Fac Allocated;Fac Allocated;Shipped;172761999;PACK CAMARA FUJI ROSADO+CANDY;2;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 18:26:00
1;115498974;121992374;07-11-2017 23:05;02/12/17;Fac Allocated;Fac Allocated;Shipped;806027007;ZAPAT GUANTE 595/NECA2/N75;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-02 12:37:00
1;115499029;121991658;07-11-2017 23:05;04/12/17;Fac Allocated;Fac Allocated;Shipped;399205999;COCHE TRAVEL SYSTEM ANDES E6;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 08:00:00
1;115499131;121907333;07-11-2017 23:06;30/11/17;Partially Shipped;Back Ordered;Shipped;120395005;ZAP BA9450K/BLANC/N 3;0;200;Pickup;11;2017;Stock CD;2;2;2;11;2017-11-30 08:00:00
1;115499768;121782301;07-11-2017 23:13;01/12/17;Fac Allocated;Fac Allocated;Shipped;721375999;PLUMON SINGLE PAW PATROL;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-01 21:14:00
1;115499768;122441374;07-11-2017 23:13;01/12/17;Fac Allocated;Fac Allocated;Shipped;721375999;PLUMON SINGLE PAW PATROL;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-01 21:14:00
1;115499824;121788493;07-11-2017 23:13;02/12/17;Released;Released;Cancelled;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;11;2017-12-02 11:12:00
1;115499824;122384315;07-11-2017 23:13;02/12/17;Released;Released;Released;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;11;2017-12-02 11:12:00
1;115499874;121992009;07-11-2017 23:13;04/12/17;Fac Allocated;Fac Allocated;Shipped;244404004;SANDA AZ MANITOBA/NEGRO/N 7;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 22:59:00
2;115499874;121992009;07-11-2017 23:13;04/12/17;Fac Allocated;Fac Allocated;Shipped;244426004;SANDA AZ CAMBRIDG/NECA1/N 37;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 22:59:00
1;115500290;121992150;07-11-2017 23:17;05/12/17;Fac Allocated;Fac Allocated;Shipped;132663999;STICK BRAUN ACT BLADE MQ9037;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-05 04:29:00
1;115500616;121992247;07-11-2017 23:20;04/12/17;Fac Allocated;Fac Allocated;Shipped;176331999;RELOJ ANALOGO LORUS RG270LX9;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 23:01:00
2;115500616;121992247;07-11-2017 23:20;04/12/17;Fac Allocated;Fac Allocated;Shipped;455501002;DEVAN.CHK.NFH5/AZUL/S;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 22:59:00
3;115500616;121992247;07-11-2017 23:20;04/12/17;Fac Allocated;Fac Allocated;Shipped;231027013;CAMISA CASUAL MAN/NARAN/T 40;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 22:59:00
1;115500736;121992278;07-11-2017 23:21;04/12/17;Fac Allocated;Fac Allocated;Shipped;258045999;PLAN TEFAL ESSENTIAL 1200;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 16:09:00
2;115500960;121928832;07-11-2017 23:24;01/12/17;Partially Shipped;Back Ordered;Shipped;485406999;NITRO THROTT BLITZ AZUL;0;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-01 08:00:00
1;115501246;null;07-11-2017 23:27;01/12/17;Sourced;Sourced;null;555776007;BOWMAN RIVER/AZUL/M;0;null;Pickup;12;2017;Stock CD;2;1;2;11;2017-12-01 08:00:00
1;115501397;121991772;07-11-2017 23:28;04/12/17;Fac Allocated;Fac Allocated;Shipped;922740999;CEL HUA P9 LITE N LIB;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-04 14:21:00
1;115502119;null;07-11-2017 23:37;01/12/17;Sourced;Sourced;null;141544029;682CCAUV18-702 AL/VECL1/N 38;0;null;Pickup;12;2017;Stock CD;2;1;2;11;2017-12-01 08:00:00
1;115502923;121992322;07-11-2017 23:46;30/11/17;Fac Allocated;Fac Allocated;Shipped;922740999;CEL HUA P9 LITE N LIB;1;200;Pickup;11;2017;Stock CD;2;2;2;11;2017-11-30 18:41:00
1;115503244;121991707;07-11-2017 23:50;30/11/17;Fac Allocated;Fac Allocated;Shipped;584277004;ZAPATO 16HRS 2530/CAFE/N 41;1;200;Pickup;11;2017;Stock CD;2;2;2;11;2017-11-30 13:18:00
1;115503782;121991948;07-11-2017 23:57;05/12/17;Fac Allocated;Fac Allocated;Shipped;792926001;ALMOHADA VISCOL FLEX 60X40;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-05 04:29:00
2;115503782;121991948;07-11-2017 23:57;05/12/17;Fac Allocated;Fac Allocated;Shipped;792926001;ALMOHADA VISCOL FLEX 60X40;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-05 04:29:00
1;115503860;null;07-11-2017 23:58;01/12/17;Sourced;Sourced;null;408680002;PLUMON PEACH SKIN/ORPUR;0;null;Pickup;12;2017;Stock CD;2;1;2;11;2017-12-01 08:00:00
1;115505014;121992332;08-11-2017 00:13;04/12/17;Fac Allocated;Fac Allocated;Shipped;213025006;BLUSA U1VBS5237/NEGRO/XL;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 16:09:00
1;115505259;121991694;08-11-2017 00:18;05/12/17;Fac Allocated;Fac Allocated;Shipped;627802999;NB ASUS X405UQ I7/12/1/2:GT940;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-05 04:29:00
1;115506139;122198843;08-11-2017 00:34;01/12/17;Partially Fac Allocated;Fac Allocated;Shipped;476536999;PLUMON CHERRY 1/5P S18;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-01 14:54:00
1;115506139;121831999;08-11-2017 00:34;01/12/17;Partially Fac Allocated;Fac Allocated;Cancelled;476536999;PLUMON CHERRY 1/5P S18;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-01 14:54:00
3;115506139;122198843;08-11-2017 00:34;01/12/17;Partially Fac Allocated;Fac Allocated;Shipped;226570003;76506660020515 CA/GRPL1/N 39;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-01 14:54:00
3;115506139;121831999;08-11-2017 00:34;01/12/17;Partially Fac Allocated;Fac Allocated;Cancelled;226570003;76506660020515 CA/GRPL1/N 39;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-01 14:54:00
1;115506177;121992056;08-11-2017 00:35;04/12/17;Fac Allocated;Fac Allocated;Shipped;576826007;MOCASINES GUANTE/AZMA1/N 43;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 14:21:00
1;115506479;121992174;08-11-2017 00:41;04/12/17;Fac Allocated;Fac Allocated;Shipped;136303005;POLERA U1VLL5911/NEGRO/L;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 22:59:00
2;115506479;121992174;08-11-2017 00:41;04/12/17;Fac Allocated;Fac Allocated;Shipped;129525005;POLERA U1VLL8245/GRME2/L;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 22:59:00
3;115506479;121992174;08-11-2017 00:41;04/12/17;Fac Allocated;Fac Allocated;Shipped;429607005;BL PLAIDPARTY J W/BLANC/L;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 22:59:00
1;115506822;121992258;08-11-2017 00:49;04/12/17;Fac Allocated;Fac Allocated;Shipped;275846017;UA OLD SKOOL/NEGRO/44,5;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 14:22:00
1;115507002;122419145;08-11-2017 00:54;04/12/17;Partially Shipped;Fac Allocated;Shipped;253534999;MAQ SINGER 3232/1412 VTA VDE;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 23:05:00
1;115507002;121783462;08-11-2017 00:54;04/12/17;Partially Shipped;Fac Allocated;Shipped;253534999;MAQ SINGER 3232/1412 VTA VDE;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-04 23:05:00
1;115507554;122377553;08-11-2017 01:05;05/12/17;Released;Released;Cancelled;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;01;2017-12-05 12:50:00
1;115507554;121874052;08-11-2017 01:05;05/12/17;Released;Released;Cancelled;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;01;2017-12-05 12:50:00
1;115507554;122482776;08-11-2017 01:05;05/12/17;Released;Released;Released;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;01;2017-12-05 12:50:00
1;115508456;null;08-11-2017 01:45;02/12/17;Partially Shipped;Sourced;null;494691999;FRASCO VIDRIO VINTAGE;0;null;Pickup;12;2017;Stock CD;2;1;2;01;2017-12-02 08:00:00
1;115508525;121992163;08-11-2017 01:50;04/12/17;Fac Allocated;Fac Allocated;Shipped;240782007;ZAP NB MCOASGR3/GRIS/N 9,5;1;200;Pickup;12;2017;Stock CD;2;2;2;01;2017-12-04 14:22:00
1;115508664;121992199;08-11-2017 01:59;04/12/17;Fac Allocated;Fac Allocated;Shipped;267472006;JEANS LEV 505-154/AZUL/T 34;1;200;Pickup;12;2017;Stock CD;2;2;2;01;2017-12-04 16:09:00
1;115508983;121992302;08-11-2017 02:24;04/12/17;Fac Allocated;Fac Allocated;Shipped;353283016;680ZTTBV18-611RUE/AZUL/N 30;1;200;Pickup;12;2017;Stock CD;2;2;2;02;2017-12-04 14:22:00
3;115508997;121789411;08-11-2017 02:26;29/11/17;Partially Shipped;Fac Allocated;Shipped;203310999;FAROL CER NAUTICO M;1;200;Pickup;11;2017;Stock CD;2;2;2;02;2017-11-29 19:50:00
3;115508997;122358574;08-11-2017 02:26;29/11/17;Partially Shipped;Fac Allocated;Shipped;203310999;FAROL CER NAUTICO M;1;200;Pickup;11;2017;Stock CD;2;2;2;02;2017-11-29 19:50:00
1;115509034;121957628;08-11-2017 02:30;28/11/17;Fac Allocated;Fac Allocated;Shipped;111374999;CUADRO DRINK WINE;1;200;Pickup;11;2017;Stock CD;2;2;2;02;2017-11-28 05:02:00
2;115509317;121956672;08-11-2017 03:14;28/11/17;Partially Shipped;Back Ordered;Shipped;574593999;TOA BANO 70X140 AZUL 500G;0;200;Pickup;11;2017;Stock CD;2;2;2;03;2017-11-28 08:00:00
1;115510542;null;08-11-2017 07:29;28/11/17;Partially Shipped;Sourced;null;190984026;604BLAZTA-050 BLUSA/MOCL1/L;0;null;Pickup;11;2017;Stock CD;2;1;2;07;2017-11-28 08:00:00
1;115512261;121957154;08-11-2017 08:10;28/11/17;Allocated;Allocated;Released;297906007;Z CNV 758060C/GRAB1/N 9;1;200;Pickup;11;2017;Stock CD;2;2;2;08;2017-11-28 08:00:00
1;115512307;null;08-11-2017 08:12;28/11/17;Sourced;Sourced;null;156706999;CUCHILLERIA 24 PZ DORADA;0;null;Pickup;11;2017;Stock CD;2;1;2;08;2017-11-28 08:00:00
1;115513207;null;08-11-2017 08:34;04/12/17;Sourced;Sourced;null;619081999;4 PACK MISIONES DE RENGO;0;null;Pickup;12;2017;Stock CD;2;1;2;08;2017-12-04 08:00:00
1;115513303;122016303;08-11-2017 08:38;28/11/17;Fac Allocated;Fac Allocated;Shipped;125129999;DUENDES MAGICOS CLARA;1;200;Pickup;11;2017;Stock CD;2;2;2;08;2017-11-28 23:15:00
3;115513465;121791905;08-11-2017 08:43;01/12/17;Partially Shipped;Fac Allocated;Shipped;338518003;CAPRI WOMEN VII/NEGRO/N 36;1;200;Pickup;12;2017;Stock CD;2;2;2;08;2017-12-01 13:06:00
3;115513465;122414931;08-11-2017 08:43;01/12/17;Partially Shipped;Fac Allocated;Shipped;338518003;CAPRI WOMEN VII/NEGRO/N 36;1;200;Pickup;12;2017;Stock CD;2;2;2;08;2017-12-01 13:06:00
1;115513594;121988170;08-11-2017 08:46;28/11/17;Fac Allocated;Fac Allocated;Shipped;130643007;683-VESAZ1517/NEGRO/N 42;1;200;Pickup;11;2017;Stock CD;2;2;2;08;2017-11-28 18:29:00
1;115514111;121988368;08-11-2017 08:52;28/11/17;Fac Allocated;Fac Allocated;Shipped;239758001;EXVAPORERA Y BATIDORA;1;200;Pickup;11;2017;Stock CD;2;2;2;08;2017-11-28 13:47:00
1;115514753;null;08-11-2017 09:04;28/11/17;Sourced;Sourced;null;966301999;CEL SAM J7 2016 D LIB;0;null;Pickup;11;2017;Stock CD;2;1;2;09;2017-11-28 08:00:00
1;115514762;null;08-11-2017 09:04;29/11/17;Sourced;Sourced;null;106474005;JEANS F1TJB1908/AZME2/T 40;0;null;Pickup;11;2017;Stock CD;2;1;2;09;2017-11-29 08:00:00
1;115514779;121992195;08-11-2017 09:05;01/12/17;Fac Allocated;Fac Allocated;Shipped;581458999;SILLA AUTO 2059 NEGRA;1;200;Pickup;12;2017;Stock CD;2;2;2;09;2017-12-01 03:23:00
1;115514813;null;08-11-2017 09:06;28/11/17;Sourced;Sourced;null;338505006;SUNRISE WOMEN II/GRIS/N 39;0;null;Pickup;11;2017;Stock CD;2;1;2;09;2017-11-28 08:00:00
2;115515055;121957566;08-11-2017 09:11;28/11/17;Partially Shipped;Back Ordered;Cancelled;139853014;642-26C564 CALZA/NEOX1/T 2;0;200;Pickup;11;2017;Stock CD;2;2;2;09;2017-11-28 08:00:00
1;115515145;null;08-11-2017 09:13;04/12/17;Sourced;Sourced;null;519133999;EDL ADGA EDP 100ML;0;null;Pickup;12;2017;Stock CD;2;1;2;09;2017-12-04 08:00:00
2;115516666;null;08-11-2017 09:37;28/11/17;Partially Shipped;Sourced;null;766789999;OLYMPEA AQUA 80ML;0;null;Pickup;11;2017;Stock CD;2;1;2;09;2017-11-28 08:00:00
1;115517488;122258489;08-11-2017 09:46;01/12/17;Fac Allocated;Fac Allocated;Shipped;796919004;QUILT HEART PRESS/RED;1;200;Pickup;12;2017;Stock CD;2;2;2;09;2017-12-01 18:01:00
1;115518134;121957039;08-11-2017 09:56;28/11/17;Partially Shipped;Sourced;Cancelled;173529999;TEA LIGHT BOHO 4;0;200;Pickup;11;2017;Stock CD;2;2;2;09;2017-11-28 08:00:00
4;115518134;121957039;08-11-2017 09:56;28/11/17;Partially Shipped;Back Ordered;Cancelled;113933999;PORTA VELA CON METAL 2;0;200;Pickup;11;2017;Stock CD;2;2;2;09;2017-11-28 08:00:00
2;115518834;122325608;08-11-2017 10:00;04/12/17;Partially Shipped;Fac Allocated;Shipped;619081999;4 PACK MISIONES DE RENGO;2;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-04 11:00:00
1;115519084;121957522;08-11-2017 10:03;28/11/17;Created;Back Ordered;Cancelled;439269002;CAR L CASUAL YOUN/MIS1;0;200;Pickup;11;2017;Stock CD;2;2;2;10;2017-11-28 08:00:00
1;115519160;121957556;08-11-2017 10:04;28/11/17;Fac Allocated;Fac Allocated;Shipped;315896003;CALCETIN NIKE SX4/BLANC/M;1;200;Pickup;11;2017;Stock CD;2;2;2;10;2017-11-28 06:31:00
2;115519160;121957556;08-11-2017 10:04;28/11/17;Fac Allocated;Fac Allocated;Shipped;523702004;SOCKS AA2285/BLANC/35/12;1;200;Pickup;11;2017;Stock CD;2;2;2;10;2017-11-28 06:31:00
1;115519251;null;08-11-2017 10:06;28/11/17;Sourced;Sourced;null;243070999;MICRO THOMAS TH-20 S01;0;null;Pickup;11;2017;Stock CD;2;1;2;10;2017-11-28 08:00:00
1;115521571;122164445;08-11-2017 10:32;02/12/17;Fac Allocated;Fac Allocated;Cancelled;141517015;682SCOPV18-225 SA/GRPL1/N 38;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 05:27:00
1;115521571;121795544;08-11-2017 10:32;02/12/17;Fac Allocated;Fac Allocated;Cancelled;141517015;682SCOPV18-225 SA/GRPL1/N 38;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 05:27:00
1;115521571;122453586;08-11-2017 10:32;02/12/17;Fac Allocated;Fac Allocated;Shipped;141517015;682SCOPV18-225 SA/GRPL1/N 38;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 05:27:00
2;115521571;122164445;08-11-2017 10:32;02/12/17;Fac Allocated;Fac Allocated;Cancelled;213337005;603CSMAV18-90 CAS/AZOS3/M;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 06:28:00
2;115521571;122453586;08-11-2017 10:32;02/12/17;Fac Allocated;Fac Allocated;Shipped;213337005;603CSMAV18-90 CAS/AZOS3/M;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 06:28:00
2;115521571;121795544;08-11-2017 10:32;02/12/17;Fac Allocated;Fac Allocated;Cancelled;213337005;603CSMAV18-90 CAS/AZOS3/M;1;200;Pickup;12;2017;Stock CD;2;2;2;10;2017-12-02 06:28:00
1;115524100;121956902;08-11-2017 11:03;28/11/17;Partially Fac Allocated;Fac Allocated;Shipped;946173999;TRAJE FUTBOL INFLABLE;1;200;Pickup;11;2017;Stock CD;2;2;2;11;2017-11-28 06:34:00
1;115525134;121957481;08-11-2017 11:12;28/11/17;Fac Allocated;Fac Allocated;Shipped;103804999;CANASTO NATURAL/WHITE L;1;200;Pickup;11;2017;Stock CD;2;2;2;11;2017-11-28 06:31:00
1;115526377;122282770;08-11-2017 11:29;01/12/17;Partially Fac Allocated;Fac Allocated;Shipped;159008999;DMAGIC CAPA DUENDE CAPADM17;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-01 08:09:00
2;115527683;122198848;08-11-2017 11:38;01/12/17;Partially Fac Allocated;Fac Allocated;Shipped;824154004;SHORT AJ6942/NEGRO/M;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-01 11:00:00
2;115527683;121829805;08-11-2017 11:38;01/12/17;Partially Fac Allocated;Fac Allocated;Cancelled;824154004;SHORT AJ6942/NEGRO/M;1;200;Pickup;12;2017;Stock CD;2;2;2;11;2017-12-01 11:00:00
1;115528049;121956844;08-11-2017 11:42;28/11/17;Partially Shipped;Back Ordered;Shipped;499373999;JGO SAB BENOI 2P S18;0;200;Pickup;11;2017;Stock CD;2;2;2;11;2017-11-28 08:00:00
1;115528450;null;08-11-2017 11:48;28/11/17;Sourced;Sourced;null;150573999;CEL HUA Y6II D ENTEL;0;null;Pickup;11;2017;Stock CD;2;1;2;11;2017-11-28 08:00:00
1;115528889;122128765;08-11-2017 11:53;04/12/17;Released;Released;Cancelled;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;11;2017-12-04 09:01:00
1;115528889;122453700;08-11-2017 11:53;04/12/17;Released;Released;Released;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;11;2017-12-04 09:01:00
1;115528889;121872373;08-11-2017 11:53;04/12/17;Released;Released;Cancelled;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;11;2017-12-04 09:01:00
1;115530335;122031987;08-11-2017 12:14;01/12/17;Fac Allocated;Fac Allocated;Shipped;212836999;CAF OSTER RENATE PRIMALATTE;1;200;Pickup;12;2017;Stock CD;2;2;2;12;2017-12-01 20:40:00
1;115531070;null;08-11-2017 12:22;28/11/17;Sourced;Sourced;null;519133999;EDL ADGA EDP 100ML;0;null;Pickup;11;2017;Stock CD;2;1;2;12;2017-11-28 08:00:00
1;115531145;null;08-11-2017 12:22;28/11/17;Sourced;Sourced;null;864916003;MASCARA GREAT LASH MA/NEGRO;0;null;Pickup;11;2017;Stock CD;2;1;2;12;2017-11-28 08:00:00
1;115531155;121957405;08-11-2017 12:23;28/11/17;Created;Back Ordered;Cancelled;766708005;JGO SAB ESTAMPADA/ROCL1;0;200;Pickup;11;2017;Stock CD;2;2;2;12;2017-11-28 08:00:00
1;115531228;121957469;08-11-2017 12:23;28/11/17;Partially Fac Allocated;Fac Allocated;Shipped;117164024;662CARFV18-004/MOCL1/L;1;200;Pickup;11;2017;Stock CD;2;2;2;12;2017-11-28 04:41:00
2;115531228;121957469;08-11-2017 12:23;28/11/17;Partially Fac Allocated;Back Ordered;Shipped;117241029;662CARFV18-002/RJME1/L;0;200;Pickup;11;2017;Stock CD;2;2;2;12;2017-11-28 08:00:00
3;115531228;121957469;08-11-2017 12:23;28/11/17;Partially Fac Allocated;Fac Allocated;Shipped;117241024;662CARFV18-002/MOCL1/L;1;200;Pickup;11;2017;Stock CD;2;2;2;12;2017-11-28 04:41:00
1;115531414;121988762;08-11-2017 12:25;28/11/17;Fac Allocated;Fac Allocated;Shipped;115858016;660JEAUV18-200/AZME1/T 50;1;200;Pickup;11;2017;Stock CD;2;2;2;12;2017-11-28 15:46:00
1;115538999;122320280;08-11-2017 13:26;05/12/17;Fac Allocated;Fac Allocated;Shipped;159008999;DMAGIC CAPA DUENDE CAPADM17;3;200;Pickup;12;2017;Stock CD;2;2;2;01;2017-12-05 13:00:00
1;115539159;121804689;08-11-2017 13:28;29/11/17;Created;Back Ordered;Shipped;507689999;CEL LG Q6 N LIB;0;200;Pickup;11;2017;Stock CD;2;2;2;01;2017-11-29 11:00:00
1;115540198;122425574;08-11-2017 13:39;04/12/17;Released;Released;Released;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;01;2017-12-04 00:00:00
1;115540198;121877139;08-11-2017 13:39;04/12/17;Released;Released;Cancelled;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;01;2017-12-04 00:00:00
1;115540198;122128510;08-11-2017 13:39;04/12/17;Released;Released;Cancelled;574098003;BICI FREESTYLE/NEGRO;1;012;Paris.cl;12;2017;Stock CD;2;2;2;01;2017-12-04 00:00:00
63286377;115541780;null;08-11-2017 13:58;29/11/17;Partially Shipped;Sourced;null;510040999;ASPIR CICLONI UT-ZYKLON1402;0;null;InterCambio;11;2017;Stock CD;2;1;2;01;2017-11-29 00:00:00
1;115541855;121805500;08-11-2017 13:59;29/11/17;Allocation Failed;Allocation Failed;Cancelled;120412015;ZAP BB1965K/AZOS1/11K;0;200;Pickup;11;2017;Stock CD;2;2;2;01;2017-11-29 13:00:00
1;115541855;122039142;08-11-2017 13:59;29/11/17;Allocation Failed;Allocation Failed;Cancelled;120412015;ZAP BB1965K/AZOS1/11K;0;200;Pickup;11;2017;Stock CD;2;2;2;01;2017-11-29 13:00:00
1;115551576;121988626;08-11-2017 15:21;28/11/17;Fac Allocated;Fac Allocated;Shipped;203675006;K11439818 LEGGING/MIS1/T 24M;1;200;Pickup;11;2017;Stock CD;2;2;2;03;2017-11-28 20:21:00
2;115551576;121988626;08-11-2017 15:21;28/11/17;Fac Allocated;Fac Allocated;Shipped;116438008;640JDTBV18-104 JA/AZMA8/T 24M;1;200;Pickup;11;2017;Stock CD;2;2;2;03;2017-11-28 20:21:00
1;115557991;121957540;08-11-2017 16:22;28/11/17;Partially Fac Allocated;Fac Allocated;Shipped;607263999;HORNO ELE ROUGE OVEN TO1602 RD;1;200;Pickup;11;2017;Stock CD;2;2;2;04;2017-11-28 06:32:00
1;115560598;121988111;08-11-2017 16:40;29/11/17;Partially Shipped;Partially Shipped;Shipped;371882999;ALMOH REGULAR 50*70 CANON;18;200;Pickup;11;2017;Stock CD;2;2;2;04;2017-11-29 03:17:00
3;115561594;null;08-11-2017 16:51;29/11/17;Partially Shipped;Sourced;null;238494004;601BLOPV18-164 AM/MIS1/S;0;null;Pickup;11;2017;Stock CD;2;1;2;04;2017-11-29 08:00:00
1;115561883;121957412;08-11-2017 16:55;28/11/17;Fac Allocated;Fac Allocated;Shipped;587764999;PROY POWERLITE S27;1;200;Pickup;11;2017;Stock CD;2;2;2;04;2017-11-28 05:27:00
4;115562489;122025059;08-11-2017 16:57;28/11/17;Partially Shipped;Sourced;Cancelled;509218999;SET 12 PZ VIVALDI;0;200;Paris.cl;11;2017;Stock CD;2;2;2;04;2017-11-28 08:00:00
1;115563723;121988562;08-11-2017 17:10;28/11/17;Fac Allocated;Fac Allocated;Shipped;288166003;POLERON ELLUS SM6/AZUL/M;1;200;Pickup;11;2017;Stock CD;2;2;2;05;2017-11-28 15:46:00
1;115564600;null;08-11-2017 17:18;28/11/17;Sourced;Sourced;null;139766005;MALETA BOSTON M/VERDE;0;null;Pickup;11;2017;Stock CD;2;1;2;05;2017-11-28 08:00:00
1;115564970;121956929;08-11-2017 17:23;28/11/17;Partially Fac Allocated;Back Ordered;Cancelled;263318999;724GRAHV18105 MUG FARM;0;200;Pickup;11;2017;Stock CD;2;2;2;05;2017-11-28 08:00:00
10;115564970;121956929;08-11-2017 17:23;28/11/17;Partially Fac Allocated;Sourced;Cancelled;138606999;RELOJ MUNDO;0;200;Pickup;11;2017;Stock CD;2;2;2;05;2017-11-28 08:00:00
